# col1                    col2        col3         col4     col5     col6     col7     col8     col9     col10    col11    col12    col13   col14   col15   col16   col17   col18   wmin   Starflag  
  EDCSNJ1103348-1242520   11.059679   -12.714444   26.434   26.24    25.539   26.501   25.856   25.047   27.256   25.82    24.537   0       0       0       0.5     0.51    0.52    0.5    0         
  EDCSNJ1103348-1244252   11.059673   -12.740343   25.851   24.769   23.587   25.634   24.577   23.446   25.855   24.46    23.39    0       0       0       0.17    0.94    0.98    1.0    0         
  EDCSNJ1103348-1246380   11.05967    -12.77721    24.195   23.991   23.494   23.993   23.792   23.299   24.001   23.815   23.247   0       0       0       0.98    0.9     0.98    0.99   0         
  EDCSNJ1103348-1248275   11.059673   -12.807643   24.851   24.66    24.44    24.426   24.273   24.228   24.353   24.058   23.869   0       0       0       0.27    0.82    0.96    0.31   0         
  EDCSNJ1103348-1246114   11.059662   -12.76982    27.998   27.293   26.002   99.0     27.043   26.638   99.0     26.666   26.449   0       0       0       0.36    0.37    0.5     0.99   0         
  EDCSNJ1103348-1245314   11.059654   -12.758715   25.795   24.642   23.251   25.673   24.337   23.062   26.221   24.423   23.104   0       0       0       0.78    0.95    0.98    0.99   1         
  EDCSNJ1103348-1244157   11.059654   -12.737706   23.152   22.183   21.268   22.512   21.537   20.654   22.336   21.359   20.488   0       0       0       0.03    0.03    0.03    0.99   0         
  EDCSNJ1103347-1245100   11.059652   -12.752766   25.553   25.241   24.708   25.224   24.8     24.257   25.075   24.556   23.998   0       0       0       0.42    0.83    0.87    0.99   0         
  EDCSNJ1103347-1246171   11.05965    -12.771404   24.483   24.175   23.604   24.095   23.773   23.235   23.998   23.659   23.149   0       0       0       0.02    0.04    0.29    0.99   0         
  EDCSNJ1103347-1246140   11.059649   -12.770554   26.602   25.719   25.134   26.174   25.422   24.918   26.169   25.11    24.544   0       0       0       0.39    0.9     0.72    0.99   0         
  EDCSNJ1103347-1245580   11.059649   -12.7661     25.197   24.582   23.725   25.097   24.561   23.493   25.178   24.7     23.522   0       0       0       0.96    0.97    0.98    0.99   0         
  EDCSNJ1103348-1248406   11.059656   -12.811288   25.771   25.503   25.183   25.545   25.253   24.991   26.064   25.311   25.0     0       0       0       0.63    0.53    0.68    0.17   0         
  EDCSNJ1103347-1248242   11.059649   -12.80673    27.347   26.202   25.196   27.474   26.403   25.054   26.713   26.174   24.606   0       0       0       0.36    0.79    0.82    0.35   0         
  EDCSNJ1103347-1247183   11.059642   -12.788411   26.366   25.875   25.713   25.987   25.848   26.191   26.418   26.029   26.378   0       0       0       0.41    0.69    0.5     0.78   0         
  EDCSNJ1103347-1247105   11.05964    -12.786255   26.436   25.891   25.463   27.402   25.944   25.101   27.366   26.206   25.51    0       0       0       0.37    0.68    0.62    0.86   0         
  EDCSNJ1103347-1247069   11.059637   -12.785243   25.372   25.055   24.695   25.2     24.829   24.518   25.288   24.68    24.378   0       0       0       0.92    0.97    0.96    0.89   0         
  EDCSNJ1103347-1243394   11.059638   -12.727617   21.548   21.307   20.911   21.351   21.093   20.727   21.319   21.051   20.688   0       0       0       0.98    0.98    0.99    0.74   0         
  EDCSNJ1103347-1242368   11.059644   -12.710236   25.503   25.311   24.965   25.009   25.004   24.11    24.815   24.702   23.847   2       2       2       0.91    0.81    0.86    0.34   0         
  EDCSNJ1103347-1242381   11.059641   -12.710595   25.547   25.423   25.074   25.219   24.873   24.325   25.081   24.619   23.797   3       3       3       0.79    0.92    0.72    0.36   0         
  EDCSNJ1103347-1248187   11.059638   -12.805187   25.901   25.6     24.878   25.71    25.339   24.999   25.732   25.588   25.078   0       0       0       0.64    0.96    0.91    0.4    0         
  EDCSNJ1103347-1244059   11.059629   -12.734961   25.546   25.173   24.554   25.09    24.714   24.183   25.161   24.659   23.928   3       3       3       0.81    0.11    0.89    1.0    0         
  EDCSNJ1103347-1243557   11.059629   -12.732136   18.403   18.127   17.662   18.202   17.907   17.487   18.173   17.872   17.456   2       2       2       1.0     1.0     1.0     0.92   0         
  EDCSNJ1103346-1246314   11.059621   -12.775395   25.581   25.187   24.814   25.489   24.879   24.569   26.122   25.025   24.52    0       0       0       0.1     0.75    0.9     0.99   0         
  EDCSNJ1103346-1245228   11.059619   -12.756324   23.17    22.671   22.158   22.818   22.289   21.772   22.746   22.23    21.717   0       0       0       0.89    0.53    0.98    0.99   0         
  EDCSNJ1103346-1244103   11.059615   -12.736204   26.094   25.334   24.717   25.922   25.139   24.845   26.384   24.949   24.881   0       0       0       0.67    0.56    0.94    0.99   0         
  EDCSNJ1103346-1246268   11.059612   -12.774103   25.227   24.655   24.422   24.92    24.351   24.216   25.067   24.368   24.225   0       0       0       0.08    0.22    0.86    0.99   0         
  EDCSNJ1103346-1247458   11.059613   -12.796053   26.663   25.827   25.313   27.168   25.747   25.15    99.0     25.958   25.523   0       0       0       0.44    0.73    0.57    0.49   0         
  EDCSNJ1103346-1245271   11.059606   -12.757535   25.788   25.048   24.42    25.248   24.578   24.104   25.033   24.444   24.037   0       0       0       0.59    0.94    0.97    0.99   0         
  EDCSNJ1103346-1244499   11.059606   -12.7472     26.196   25.905   25.557   25.847   25.338   25.258   25.425   24.947   24.967   0       0       0       0.5     0.6     0.52    1.0    0         
  EDCSNJ1103346-1246577   11.059606   -12.782688   27.028   25.957   24.952   26.837   25.987   24.966   27.015   25.874   25.415   0       0       0       0.48    0.82    0.87    0.99   0         
  EDCSNJ1103346-1243195   11.059609   -12.722092   26.228   26.022   25.83    25.877   26.106   26.013   25.467   25.637   25.644   0       0       0       0.47    0.62    0.54    0.5    0         
  EDCSNJ1103346-1244153   11.059603   -12.737571   26.892   26.048   25.28    26.494   25.345   24.857   26.351   24.943   24.268   1       1       1       0.36    0.54    0.6     0.99   0         
  EDCSNJ1103346-1244296   11.059602   -12.741568   23.422   23.09    22.592   22.837   22.482   22.003   22.745   22.363   21.918   2       2       2       0.03    0.03    0.03    0.99   0         
  EDCSNJ1103346-1244357   11.059602   -12.743253   26.231   25.796   25.397   26.26    25.531   25.587   26.431   25.393   25.314   0       0       0       0.46    0.77    0.61    1.0    0         
  EDCSNJ1103346-1244269   11.059598   -12.740819   23.971   23.358   22.876   23.654   23.003   22.603   23.643   22.952   22.578   3       3       3       0.19    0.17    0.93    1.0    0         
  EDCSNJ1103345-1244064   11.059591   -12.735123   25.608   25.272   24.389   25.109   24.818   24.205   24.969   24.948   24.192   2       2       2       0.22    0.02    0.4     1.0    0         
  EDCSNJ1103346-1249099   11.059598   -12.819426   19.655   18.678   17.232   19.461   18.477   17.058   19.434   18.444   17.025   0       0       4       0.99    1.0     1.0     0.0    0         
  EDCSNJ1103345-1244320   11.059581   -12.742216   27.672   26.294   25.132   26.905   25.714   24.789   26.294   25.223   24.454   0       0       0       0.35    0.37    0.73    1.0    0         
  EDCSNJ1103345-1248457   11.059591   -12.812689   26.359   25.469   24.97    25.872   24.89    24.38    25.429   24.677   24.141   0       0       0       0.69    0.94    0.74    0.11   0         
  EDCSNJ1103345-1242330   11.059588   -12.709176   22.624   22.164   21.558   22.429   21.879   21.275   22.396   21.796   21.189   0       0       0       0.98    0.91    0.98    0.3    0         
  EDCSNJ1103345-1248104   11.059584   -12.802899   26.351   25.611   25.335   26.244   25.256   25.1     25.915   25.014   24.643   0       0       0       0.52    0.9     0.61    0.49   0         
  EDCSNJ1103344-1244479   11.059567   -12.746638   24.488   24.384   23.891   24.29    24.112   23.663   24.226   24.0     23.645   0       0       0       0.98    0.98    0.97    0.99   0         
  EDCSNJ1103345-1249205   11.059583   -12.82235    26.274   25.707   25.071   26.405   25.525   24.945   28.097   28.151   25.144   1       1       1       0.49    0.85    0.8     0.0    0         
  EDCSNJ1103344-1245484   11.059563   -12.763437   26.278   25.751   25.119   25.551   24.987   24.488   25.531   24.745   24.381   3       3       3       0.58    0.87    0.81    0.99   0         
  EDCSNJ1103344-1245387   11.059562   -12.760739   25.977   25.776   25.593   25.636   25.804   25.637   25.77    25.507   25.229   0       0       0       0.52    0.58    0.56    0.99   0         
  EDCSNJ1103344-1243036   11.059567   -12.717654   25.735   25.193   24.831   25.451   24.894   24.725   25.388   25.019   24.805   0       0       0       0.74    0.88    0.85    0.49   0         
  EDCSNJ1103344-1247562   11.059561   -12.798932   26.602   26.23    25.434   26.44    26.16    25.761   26.345   25.944   25.923   0       0       0       0.36    0.55    0.65    0.49   0         
  EDCSNJ1103344-1243142   11.059558   -12.720613   25.182   24.693   24.092   24.596   24.188   23.55    24.595   24.092   23.485   0       0       0       0.14    0.02    0.24    0.49   0         
  EDCSNJ1103344-1248122   11.059557   -12.803393   24.526   24.35    24.081   24.334   24.135   24.014   24.278   24.134   23.903   0       0       0       0.97    0.97    0.97    0.49   0         
  EDCSNJ1103344-1248343   11.059556   -12.809523   25.41    24.828   24.3     25.005   24.544   24.106   24.947   24.513   24.05    0       0       0       0.78    0.85    0.97    0.22   0         
  EDCSNJ1103344-1246495   11.059545   -12.78041    25.158   24.817   24.363   24.879   24.394   23.777   24.859   24.128   23.407   0       0       0       0.9     0.47    0.7     0.99   0         
  EDCSNJ1103343-1245483   11.059539   -12.763427   25.141   24.594   24.075   24.661   24.104   23.576   24.549   23.888   23.453   2       2       2       0.1     0.04    0.39    0.99   0         
  EDCSNJ1103343-1247022   11.059539   -12.783952   25.723   25.586   25.253   25.579   25.506   25.15    25.808   25.837   25.239   0       0       0       0.58    0.84    0.55    0.97   0         
  EDCSNJ1103344-1249250   11.059555   -12.823616   26.098   25.847   25.359   26.019   26.284   26.306   26.991   27.174   26.888   0       0       0       0.36    0.69    0.67    0.01   0         
  EDCSNJ1103343-1247154   11.059524   -12.787623   23.439   23.203   22.861   23.236   23.0     22.666   23.239   22.958   22.659   0       0       0       0.98    0.98    0.98    0.81   0         
  EDCSNJ1103343-1243347   11.059522   -12.726312   24.895   24.732   24.708   24.704   24.512   24.649   24.799   24.459   24.535   0       0       0       0.96    0.92    0.9     0.67   0         
  EDCSNJ1103343-1243523   11.059521   -12.731206   24.654   24.253   23.619   24.309   23.799   23.2     24.155   23.642   22.916   3       3       3       0.84    0.2     0.94    0.87   0         
  EDCSNJ1103343-1249200   11.059535   -12.822228   24.149   23.563   23.014   23.557   22.954   22.409   23.462   22.888   22.279   0       0       0       0.03    0.03    0.05    0.0    0         
  EDCSNJ1103343-1246545   11.059516   -12.781805   25.977   24.892   23.773   26.384   24.698   23.704   26.86    24.748   23.737   0       0       0       0.76    0.97    0.98    0.98   0         
  EDCSNJ1103343-1243255   11.059518   -12.723745   26.213   25.966   24.98    25.918   25.205   24.406   25.793   24.76    24.091   0       0       0       0.44    0.65    0.81    0.58   0         
  EDCSNJ1103343-1249340   11.059528   -12.826112   27.557   30.28    27.773   99.0     99.0     99.0     99.0     99.0     99.0     0       0       0       0.4     0.36    0.58    0.01   0         
  EDCSNJ1103342-1247326   11.059509   -12.792399   25.842   25.533   25.064   25.758   25.548   25.063   25.94    25.583   24.826   0       0       0       0.66    0.93    0.68    0.61   0         
  EDCSNJ1103342-1242461   11.059511   -12.712807   25.485   25.215   24.767   25.173   25.04    24.869   25.275   25.153   25.39    0       0       0       0.87    0.63    0.82    0.43   0         
  EDCSNJ1103342-1247273   11.059504   -12.790922   25.815   25.688   25.043   25.649   25.152   24.59    25.697   24.965   24.553   3       3       3       0.58    0.81    0.72    0.66   0         
  EDCSNJ1103342-1248259   11.059509   -12.807196   25.327   24.866   24.503   25.117   24.632   24.27    25.172   24.687   24.414   0       0       0       0.8     0.95    0.95    0.32   0         
  EDCSNJ1103342-1246293   11.059498   -12.774816   23.366   23.027   22.494   23.103   22.725   22.222   23.046   22.655   22.174   2       2       2       0.97    0.66    0.98    0.97   0         
  EDCSNJ1103342-1244035   11.0595     -12.734314   25.967   24.974   24.029   25.875   24.757   23.742   25.334   24.52    23.584   0       0       0       0.65    0.97    0.96    0.96   0         
  EDCSNJ1103342-1247280   11.059498   -12.791108   27.375   25.93    24.92    26.506   25.253   24.488   26.529   25.036   24.464   2       2       2       0.39    0.57    0.82    0.65   0         
  EDCSNJ1103342-1248600   11.059506   -12.816659   24.793   24.344   23.913   24.571   24.026   23.628   24.634   24.015   23.557   0       0       0       0.94    0.6     0.92    0.01   0         
  EDCSNJ1103342-1245177   11.059488   -12.75492    25.618   25.295   24.886   25.113   24.925   24.588   24.809   24.68    24.684   0       0       0       0.64    0.82    0.69    0.97   0         
  EDCSNJ1103342-1248461   11.0595     -12.812812   25.971   25.62    25.301   25.614   25.362   25.005   25.461   25.191   24.764   0       0       0       0.55    0.91    0.57    0.1    0         
  EDCSNJ1103342-1242493   11.059495   -12.713707   25.988   25.634   24.983   25.335   25.198   24.716   25.085   25.132   24.73    0       0       0       0.57    0.58    0.8     0.47   0         
  EDCSNJ1103341-1245377   11.059484   -12.760473   24.824   23.985   23.162   24.653   23.774   23.023   24.646   23.761   22.983   0       0       0       0.96    0.97    0.98    0.96   0         
  EDCSNJ1103341-1244282   11.059483   -12.741166   25.925   25.562   25.482   26.09    25.595   25.402   26.582   25.78    25.054   0       0       0       0.59    0.89    0.64    0.96   0         
  EDCSNJ1103341-1243589   11.059484   -12.733034   24.699   23.99    23.052   24.44    23.639   22.716   24.643   23.703   22.651   0       0       0       0.12    0.06    0.45    0.94   0         
  EDCSNJ1103341-1248164   11.059486   -12.804544   26.173   25.32    24.746   25.877   25.024   24.503   25.889   25.067   24.295   3       3       3       0.68    0.95    0.94    0.43   0         
  EDCSNJ1103341-1248148   11.059483   -12.80412    25.228   24.646   24.022   24.974   24.426   23.696   25.013   24.323   23.468   3       3       3       0.12    0.11    0.63    0.45   0         
  EDCSNJ1103341-1245318   11.059474   -12.75884    27.359   26.789   26.344   26.892   26.802   26.788   27.917   26.957   27.826   0       0       0       0.4     0.37    0.53    0.96   0         
  EDCSNJ1103341-1245100   11.059474   -12.752776   25.079   24.601   23.999   24.826   24.179   23.561   24.886   24.132   23.49    0       0       0       0.22    0.11    0.97    0.95   0         
  EDCSNJ1103341-1244539   11.059474   -12.748293   26.186   26.255   25.728   26.862   27.382   26.138   26.247   99.0     26.12    0       0       0       0.54    0.55    0.49    0.95   0         
  EDCSNJ1103341-1245145   11.059473   -12.754028   24.629   24.367   23.954   24.069   23.805   23.433   23.961   23.654   23.256   0       0       0       0.01    0.02    0.32    0.96   0         
  EDCSNJ1103341-1246303   11.059473   -12.775087   24.532   24.106   23.59    24.168   23.725   23.209   24.06    23.603   23.128   3       3       3       0.93    0.59    0.86    0.96   0         
  EDCSNJ1103341-1246542   11.05947    -12.781709   28.338   26.498   25.388   99.0     26.326   24.957   99.0     26.34    24.659   0       0       0       0.35    0.47    0.59    0.96   0         
  EDCSNJ1103341-1242388   11.059475   -12.71078    24.293   23.975   23.531   23.971   23.552   23.18    23.792   23.301   23.04    3       3       3       0.03    0.03    0.12    0.34   0         
  EDCSNJ1103341-1242313   11.05947    -12.708685   26.958   25.69    24.96    25.487   24.372   23.958   24.82    23.663   23.336   2       2       2       0.42    0.68    0.39    0.27   0         
  EDCSNJ1103341-1242410   11.059469   -12.711395   24.696   24.081   23.521   24.343   23.735   23.212   24.323   23.657   23.152   3       3       3       0.39    0.16    0.95    0.36   0         
  EDCSNJ1103340-1246210   11.059455   -12.772499   25.981   25.944   25.644   25.61    25.529   25.588   25.875   25.722   25.597   0       0       0       0.5     0.76    0.51    0.95   0         
  EDCSNJ1103341-1247427   11.059459   -12.795201   25.625   25.213   25.012   25.434   24.779   24.296   25.552   24.698   24.174   3       3       3       0.83    0.75    0.84    0.48   0         
  EDCSNJ1103340-1247439   11.059455   -12.795525   26.542   26.037   25.055   25.611   25.033   24.26    25.461   24.72    23.934   3       3       3       0.37    0.7     0.56    0.48   0         
  EDCSNJ1103340-1243344   11.059454   -12.726213   26.084   25.199   23.984   25.653   24.829   23.694   25.398   24.596   23.681   3       3       3       0.56    0.74    0.97    0.63   0         
  EDCSNJ1103340-1244202   11.05945    -12.738957   22.765   21.659   20.765   22.283   21.2     20.347   22.155   21.078   20.227   2       2       2       0.06    0.06    0.64    0.92   0         
  EDCSNJ1103341-1249168   11.05946    -12.821337   25.119   24.714   24.173   24.986   24.505   23.9     24.912   24.404   23.568   0       0       0       0.95    0.97    0.96    0.0    0         
  EDCSNJ1103340-1244391   11.059438   -12.744188   26.034   25.684   24.876   26.178   25.413   24.61    26.559   25.479   24.477   0       0       0       0.64    0.47    0.9     0.92   0         
  EDCSNJ1103340-1242360   11.059446   -12.709996   21.892   21.544   21.04    21.518   21.12    20.654   21.458   21.007   20.563   3       3       3       0.04    0.03    0.31    0.3    0         
  EDCSNJ1103340-1243361   11.059438   -12.7267     25.127   24.823   24.337   24.61    24.284   23.842   24.575   24.16    23.542   3       3       3       0.94    0.54    0.64    0.64   0         
  EDCSNJ1103340-1244182   11.059432   -12.738376   24.551   24.003   23.26    24.456   23.839   23.05    24.606   23.781   22.913   3       3       3       0.97    0.98    0.97    0.92   0         
  EDCSNJ1103340-1247275   11.059434   -12.790959   24.864   24.332   23.534   24.367   23.846   23.093   24.417   23.754   23.067   0       0       0       0.01    0.02    0.03    0.63   0         
  EDCSNJ1103340-1248017   11.059436   -12.80046    21.683   20.791   19.409   21.481   20.582   19.244   21.45    20.548   19.214   0       0       0       0.98    0.98    0.99    0.47   1         
  EDCSNJ1103339-1248408   11.059426   -12.811335   24.166   23.607   23.167   23.767   23.239   22.741   23.795   23.18    22.709   0       0       0       0.05    0.03    0.27    0.16   0         
  EDCSNJ1103339-1247548   11.05942    -12.798551   26.34    26.045   25.61    26.608   26.028   25.502   27.259   26.456   25.446   0       0       0       0.39    0.64    0.57    0.46   0         
  EDCSNJ1103339-1243415   11.059417   -12.728207   23.002   22.24    21.352   22.71    21.905   21.028   22.71    21.861   20.993   0       0       0       0.45    0.19    0.94    0.7    0         
  EDCSNJ1103339-1245138   11.059409   -12.753822   25.877   25.27    24.562   25.55    25.036   24.3     25.436   24.922   24.453   0       0       0       0.67    0.97    0.91    0.91   0         
  EDCSNJ1103339-1245261   11.059408   -12.757245   25.331   25.179   24.349   25.209   24.92    24.285   25.228   24.842   24.32    0       0       0       0.89    0.97    0.95    0.91   0         
  EDCSNJ1103338-1244475   11.059402   -12.746538   24.486   23.967   23.54    24.287   23.676   23.287   24.245   23.591   23.178   0       0       0       0.94    0.34    0.97    0.89   0         
  EDCSNJ1103338-1244270   11.059401   -12.740842   23.854   23.058   21.973   23.099   22.339   21.331   22.978   22.215   21.212   0       0       0       0.03    0.03    0.03    0.88   0         
  EDCSNJ1103339-1249332   11.059419   -12.825879   22.861   22.539   22.015   22.576   22.142   21.641   22.544   22.102   21.611   0       0       0       0.28    0.04    0.26    0.0    0         
  EDCSNJ1103338-1243068   11.059401   -12.718552   23.307   23.006   22.54    22.861   22.542   22.097   22.734   22.414   21.976   3       3       3       0.03    0.03    0.04    0.42   0         
  EDCSNJ1103338-1242392   11.059401   -12.710901   25.267   25.061   24.617   24.946   24.445   24.053   24.65    24.052   23.524   1       1       1       0.68    0.36    0.94    0.31   0         
  EDCSNJ1103338-1245479   11.059389   -12.763305   26.854   26.4     25.661   27.329   26.501   26.437   26.861   26.819   99.0     0       0       0       0.39    0.5     0.51    0.88   0         
  EDCSNJ1103338-1246158   11.059388   -12.771051   26.18    25.582   24.925   26.115   25.23    24.806   25.813   25.059   24.772   0       0       0       0.57    0.95    0.9     0.89   0         
  EDCSNJ1103338-1244014   11.05939    -12.733724   24.921   24.622   24.292   24.78    24.255   23.84    24.759   24.032   23.636   0       0       0       0.84    0.79    0.96    0.85   0         
  EDCSNJ1103338-1246289   11.059384   -12.774683   25.542   25.476   25.08    25.457   25.236   24.662   25.596   25.114   24.249   0       0       0       0.86    0.73    0.75    0.88   0         
  EDCSNJ1103338-1246318   11.059382   -12.775489   26.451   25.968   25.476   25.825   25.374   24.733   25.581   25.158   24.426   0       0       0       0.45    0.7     0.54    0.88   0         
  EDCSNJ1103338-1247084   11.059378   -12.785677   25.466   25.201   25.085   25.07    24.696   24.702   24.908   24.59    24.425   0       0       0       0.92    0.95    0.76    0.78   0         
  EDCSNJ1103337-1246470   11.059374   -12.77972    26.403   25.621   24.763   26.384   25.403   24.363   25.835   25.038   23.983   0       0       0       0.52    0.95    0.88    0.87   0         
  EDCSNJ1103338-1248157   11.05938    -12.804371   24.984   25.0     24.684   24.626   24.768   24.471   24.613   24.693   24.398   0       0       0       0.87    0.94    0.94    0.4    0         
  EDCSNJ1103337-1245176   11.059371   -12.754879   26.123   25.872   25.547   26.339   25.951   25.835   26.503   25.827   26.006   0       0       0       0.46    0.72    0.48    0.86   0         
  EDCSNJ1103337-1247039   11.059369   -12.784409   27.359   26.168   24.832   27.38    25.904   24.584   26.693   25.901   24.639   0       0       0       0.4     0.73    0.91    0.83   0         
  EDCSNJ1103337-1243269   11.059367   -12.724128   26.223   26.23    25.724   26.124   25.754   25.277   26.151   25.321   24.683   0       0       0       0.52    0.66    0.52    0.5    0         
  EDCSNJ1103337-1245319   11.059361   -12.758865   26.383   26.25    25.321   25.817   26.111   24.811   25.744   25.466   24.231   0       0       0       0.57    0.67    0.72    0.84   0         
  EDCSNJ1103337-1248489   11.059375   -12.813597   25.347   25.195   24.937   24.969   24.865   24.791   24.967   24.826   25.143   0       0       0       0.88    0.77    0.91    0.06   0         
  EDCSNJ1103337-1247343   11.059366   -12.792848   27.284   26.438   25.601   26.986   26.185   25.086   26.041   25.891   24.903   0       0       0       0.4     0.41    0.52    0.52   0         
  EDCSNJ1103338-1249291   11.05938    -12.824748   27.543   25.84    25.158   26.422   25.415   25.364   26.752   25.305   25.835   0       0       0       0.42    0.87    0.69    0.0    0         
  EDCSNJ1103337-1247159   11.059359   -12.787756   28.092   26.339   24.947   27.369   25.814   24.603   32.067   25.825   25.023   0       0       0       0.45    0.52    0.82    0.69   0         
  EDCSNJ1103337-1248194   11.059363   -12.80538    26.053   25.623   25.028   25.794   25.445   24.712   25.866   25.402   24.747   0       0       0       0.54    0.91    0.64    0.34   0         
  EDCSNJ1103336-1245448   11.059346   -12.762451   25.389   24.98    24.685   25.051   24.745   24.445   25.196   24.598   24.459   0       0       0       0.93    0.94    0.96    0.82   0         
  EDCSNJ1103337-1247453   11.059351   -12.795906   25.301   24.982   24.654   24.911   24.661   24.44    24.987   24.538   24.322   0       0       0       0.5     0.86    0.95    0.42   0         
  EDCSNJ1103337-1247205   11.059348   -12.789038   25.348   24.533   23.722   25.052   24.273   23.554   25.104   24.174   23.485   0       0       0       0.9     0.98    0.97    0.64   1         
  EDCSNJ1103336-1245009   11.059343   -12.750255   25.919   25.627   25.177   26.285   25.637   25.085   26.099   25.338   25.09    0       0       0       0.64    0.79    0.52    0.81   0         
  EDCSNJ1103336-1245042   11.059342   -12.751178   26.363   25.985   25.579   26.56    26.114   25.66    26.257   25.553   25.056   0       0       0       0.37    0.57    0.48    0.81   0         
  EDCSNJ1103337-1248528   11.059357   -12.814661   25.667   25.282   25.029   25.502   25.217   25.013   25.217   24.793   24.815   0       0       0       0.89    0.93    0.76    0.01   0         
  EDCSNJ1103336-1244391   11.059342   -12.744202   26.546   25.683   25.061   26.373   25.223   24.916   26.238   24.993   24.52    0       0       0       0.37    0.9     0.88    0.8    0         
  EDCSNJ1103336-1243152   11.059347   -12.720883   27.021   25.97    25.498   26.927   25.595   25.477   28.298   25.699   25.69    0       0       0       0.35    0.64    0.57    0.39   0         
  EDCSNJ1103336-1243449   11.05934    -12.72914    23.991   23.768   23.42    23.822   23.538   23.288   23.871   23.494   23.33    0       0       0       0.98    0.77    0.98    0.63   0         
  EDCSNJ1103336-1246314   11.059334   -12.775389   24.858   23.911   23.027   24.687   23.617   22.675   24.498   23.387   22.416   0       0       0       0.83    0.94    0.98    0.82   0         
  EDCSNJ1103336-1246411   11.059332   -12.778075   26.117   25.967   25.241   25.648   25.425   24.951   25.447   25.627   25.294   0       0       0       0.64    0.6     0.57    0.82   0         
  EDCSNJ1103336-1246174   11.059328   -12.771496   26.263   25.977   25.487   25.652   25.354   25.063   25.388   24.874   24.583   0       0       0       0.55    0.73    0.61    0.81   0         
  EDCSNJ1103336-1246528   11.059329   -12.781327   20.328   19.955   19.378   19.88    19.492   18.946   19.791   19.399   18.862   0       0       0       0.2     0.23    0.83    0.81   0         
  EDCSNJ1103336-1249032   11.059341   -12.817566   28.683   26.248   25.21    27.43    25.885   24.724   26.458   25.557   24.494   3       3       3       0.36    0.57    0.57    0.0    0         
  EDCSNJ1103336-1247262   11.059327   -12.790605   25.14    24.952   24.576   24.885   24.768   24.325   24.949   24.722   24.529   0       0       0       0.94    0.97    0.97    0.56   0         
  EDCSNJ1103336-1243033   11.059331   -12.717571   22.112   21.734   21.24    21.228   20.86    20.416   21.021   20.647   20.213   3       3       3       0.03    0.03    0.03    0.38   0         
  EDCSNJ1103335-1243222   11.059319   -12.722845   24.769   24.486   24.111   24.541   24.318   23.997   24.446   24.277   23.981   0       0       0       0.95    0.79    0.92    0.4    0         
  EDCSNJ1103335-1245184   11.059311   -12.755101   25.447   25.089   24.514   25.347   24.857   24.23    25.018   24.563   23.789   0       0       0       0.86    0.9     0.92    0.76   0         
  EDCSNJ1103335-1244482   11.05931    -12.746723   24.41    24.309   23.595   24.166   24.098   23.402   24.214   24.007   23.333   0       0       0       0.97    0.77    0.98    0.76   0         
  EDCSNJ1103336-1249004   11.059324   -12.816765   24.02    23.331   22.594   23.507   22.832   22.137   23.406   22.738   22.029   2       2       2       0.03    0.03    0.03    0.0    0         
  EDCSNJ1103335-1245079   11.059306   -12.752184   25.86    25.531   25.111   25.513   25.347   24.657   25.513   25.155   24.648   0       0       0       0.65    0.89    0.8     0.75   0         
  EDCSNJ1103335-1248574   11.059319   -12.815938   25.549   25.238   24.566   25.045   24.778   24.001   24.96    24.676   24.143   3       3       3       0.3     0.01    0.09    0.0    0         
  EDCSNJ1103335-1246337   11.0593     -12.776036   25.761   25.276   24.49    25.797   24.945   23.948   25.971   24.705   23.405   0       0       0       0.68    0.96    0.94    0.77   0         
  EDCSNJ1103335-1248260   11.059308   -12.807232   26.413   25.901   25.348   26.082   25.23    24.765   25.998   25.195   24.642   0       0       0       0.46    0.55    0.52    0.26   0         
  EDCSNJ1103335-1248459   11.059303   -12.81276    23.852   23.315   22.851   23.582   23.067   22.704   23.516   22.989   22.662   0       0       0       0.97    0.88    0.98    0.08   0         
  EDCSNJ1103335-1249328   11.05931    -12.825781   26.59    26.805   25.321   29.344   28.25    26.105   99.0     99.0     99.0     0       0       0       0.48    0.49    0.56    0.0    0         
  EDCSNJ1103335-1249239   11.059308   -12.823304   26.379   25.872   24.804   25.977   25.585   24.65    25.955   25.63    25.272   0       0       0       0.5     0.86    0.93    0.0    0         
  EDCSNJ1103334-1245057   11.059288   -12.75157    26.685   25.583   24.589   26.362   25.314   24.462   25.584   24.837   24.241   0       0       0       0.46    0.92    0.85    0.74   0         
  EDCSNJ1103335-1243058   11.059294   -12.718278   24.181   23.725   23.137   23.606   23.124   22.572   23.491   22.968   22.483   3       3       3       0.02    0.05    0.06    0.35   0         
  EDCSNJ1103335-1242354   11.059293   -12.709826   21.846   21.547   21.15    21.628   21.248   20.881   21.522   21.067   20.681   3       3       3       0.94    0.9     0.88    0.24   0         
  EDCSNJ1103334-1247239   11.059279   -12.789986   26.699   25.75    25.158   26.004   25.173   24.69    25.737   24.588   24.062   0       0       0       0.35    0.67    0.68    0.53   0         
  EDCSNJ1103334-1246067   11.059274   -12.768535   26.166   25.763   25.462   25.82    25.292   24.836   26.113   25.326   25.108   0       0       0       0.5     0.58    0.6     0.74   0         
  EDCSNJ1103334-1242478   11.059284   -12.71329    25.561   25.023   24.32    25.379   24.674   24.002   25.535   24.721   24.084   0       0       0       0.79    0.32    0.97    0.33   0         
