# col1                    col2        col3         col4     col5     col6     col7     col8     col9     col10    col11    col12    col13   col14   col15   col16   wmin   Starflag  
  EDCSNJ1059251-1249319   10.990307   -12.825537   26.931   -999.0   25.247   99.0     -999.0   25.182   99.0     -999.0   26.414   0       0       0.44    0.38    0.0    0         
  EDCSNJ1059250-1251145   10.990289   -12.854036   25.395   -999.0   24.195   24.727   -999.0   23.852   24.404   -999.0   23.709   0       0       0.61    0.75    0.0    0         
  EDCSNJ1059253-1255591   10.990354   -12.933094   22.785   -999.0   22.101   22.224   -999.0   21.534   22.113   -999.0   21.438   3       3       0.04    0.03    0.0    0         
  EDCSNJ1059250-1252250   10.990278   -12.873602   25.741   -999.0   24.307   25.049   -999.0   23.843   24.724   -999.0   23.789   3       3       0.49    0.27    0.0    0         
  EDCSNJ1059251-1249557   10.990292   -12.832144   24.986   -999.0   23.813   24.809   -999.0   23.384   24.628   -999.0   23.361   0       0       0.69    0.24    0.0    0         
  EDCSNJ1059250-1249090   10.990291   -12.819177   25.81    -999.0   24.704   24.936   -999.0   24.5     25.072   -999.0   24.934   0       0       0.57    0.66    0.0    0         
  EDCSNJ1059250-1253537   10.990274   -12.898257   25.711   -999.0   24.147   24.955   -999.0   23.516   24.94    -999.0   23.75    0       0       0.45    0.06    0.0    0         
  EDCSNJ1059249-1252256   10.990261   -12.87379    25.51    -999.0   24.379   25.056   -999.0   23.939   24.737   -999.0   23.707   3       3       0.62    0.23    0.0    0         
  EDCSNJ1059249-1251567   10.990258   -12.865739   24.014   -999.0   22.621   23.677   -999.0   22.31    23.698   -999.0   22.34    0       0       0.98    0.25    0.0    0         
  EDCSNJ1059251-1255225   10.990299   -12.92292    24.136   -999.0   23.362   23.51    -999.0   22.876   23.352   -999.0   22.85    0       0       0.11    0.03    0.0    0         
  EDCSNJ1059250-1254224   10.99027    -12.906224   23.526   -999.0   22.791   23.076   -999.0   22.317   22.911   -999.0   22.106   0       0       0.75    0.09    0.0    0         
  EDCSNJ1059249-1251365   10.990249   -12.860151   24.395   -999.0   22.8     24.111   -999.0   22.547   24.133   -999.0   22.561   0       0       0.97    0.03    0.0    0         
  EDCSNJ1059249-1249494   10.990258   -12.830381   22.681   -999.0   20.43    22.091   -999.0   19.905   21.889   -999.0   19.728   0       0       0.6     0.03    0.0    0         
  EDCSNJ1059249-1249585   10.99025    -12.832903   24.091   -999.0   22.733   23.902   -999.0   22.55    23.852   -999.0   22.485   0       0       0.95    0.93    0.0    0         
  EDCSNJ1059248-1251429   10.990231   -12.861919   25.486   -999.0   24.302   24.61    -999.0   23.536   24.512   -999.0   23.53    0       0       0.5     0.01    0.0    0         
  EDCSNJ1059249-1254523   10.990259   -12.914515   25.624   -999.0   24.172   25.33    -999.0   23.846   25.149   -999.0   23.481   0       0       0.44    0.01    0.0    0         
  EDCSNJ1059248-1250072   10.990234   -12.835338   25.463   -999.0   24.488   25.311   -999.0   24.131   25.181   -999.0   24.175   0       0       0.55    0.75    0.0    0         
  EDCSNJ1059248-1253240   10.990223   -12.88999    23.599   -999.0   21.668   23.136   -999.0   21.199   23.031   -999.0   21.141   0       0       0.39    0.03    0.0    0         
  EDCSNJ1059248-1253013   10.990215   -12.883689   25.716   -999.0   25.339   25.428   -999.0   26.156   25.767   -999.0   26.961   0       0       0.54    0.48    0.0    0         
  EDCSNJ1059248-1254382   10.990236   -12.910604   24.972   -999.0   23.548   24.58    -999.0   23.084   24.44    -999.0   22.924   0       0       0.75    0.13    0.0    0         
  EDCSNJ1059248-1249142   10.990228   -12.82062    25.091   -999.0   22.622   24.639   -999.0   22.176   24.55    -999.0   22.114   0       0       0.75    0.03    0.0    0         
  EDCSNJ1059248-1253364   10.990209   -12.893432   25.706   -999.0   25.189   25.864   -999.0   24.797   26.445   -999.0   25.512   0       0       0.6     0.44    0.0    0         
  EDCSNJ1059248-1254258   10.990221   -12.907168   25.723   -999.0   24.221   25.216   -999.0   24.078   25.076   -999.0   24.493   0       0       0.5     0.72    0.0    0         
  EDCSNJ1059247-1252424   10.990201   -12.878437   25.799   -999.0   24.938   25.511   -999.0   24.512   24.718   -999.0   24.004   0       0       0.52    0.49    0.0    0         
  EDCSNJ1059248-1250114   10.990211   -12.836505   25.395   -999.0   23.868   25.389   -999.0   23.708   25.516   -999.0   24.097   0       0       0.54    0.92    0.0    0         
  EDCSNJ1059249-1255555   10.990263   -12.932095   25.796   -999.0   24.151   25.849   -999.0   23.799   27.792   -999.0   23.965   0       0       0.56    0.67    0.0    0         
  EDCSNJ1059247-1251480   10.990195   -12.863342   26.987   -999.0   25.284   27.566   -999.0   24.648   27.779   -999.0   25.694   0       0       0.37    0.44    0.0    0         
  EDCSNJ1059248-1255029   10.990225   -12.917459   23.833   -999.0   22.21    23.378   -999.0   21.76    23.344   -999.0   21.689   0       0       0.09    0.03    0.0    0         
  EDCSNJ1059248-1255205   10.990231   -12.922358   25.708   -999.0   24.308   25.672   -999.0   24.553   25.756   -999.0   26.563   0       0       0.53    0.77    0.0    0         
  EDCSNJ1059247-1254179   10.990201   -12.90498    22.86    -999.0   21.864   22.668   -999.0   21.688   22.662   -999.0   21.692   0       0       0.98    0.98    0.0    0         
  EDCSNJ1059247-1252504   10.990182   -12.880656   25.837   -999.0   24.697   25.497   -999.0   24.405   25.358   -999.0   24.287   0       0       0.42    0.57    0.0    0         
  EDCSNJ1059247-1253122   10.990183   -12.88671    23.273   -999.0   22.319   23.035   -999.0   22.146   23.002   -999.0   22.152   0       0       0.98    0.93    0.0    0         
  EDCSNJ1059247-1250516   10.990184   -12.847673   25.028   -999.0   24.411   24.727   -999.0   24.044   24.483   -999.0   23.807   0       0       0.78    0.64    0.0    0         
  EDCSNJ1059246-1252005   10.990172   -12.866794   23.902   -999.0   22.996   23.699   -999.0   22.832   23.691   -999.0   22.897   0       0       0.96    0.69    0.0    0         
  EDCSNJ1059247-1254074   10.990184   -12.902063   24.786   -999.0   22.803   24.254   -999.0   22.457   24.108   -999.0   22.402   3       3       0.8     0.07    0.0    0         
  EDCSNJ1059246-1250445   10.990177   -12.845694   22.965   -999.0   21.677   22.78    -999.0   21.484   22.712   -999.0   21.422   0       0       0.98    0.98    0.0    0         
  EDCSNJ1059247-1249223   10.990186   -12.822859   26.373   -999.0   24.542   25.48    -999.0   24.23    25.084   -999.0   24.223   0       0       0.42    0.56    0.0    0         
  EDCSNJ1059246-1250050   10.990179   -12.834725   24.601   -999.0   23.657   24.32    -999.0   23.486   24.317   -999.0   23.427   0       0       0.91    0.14    0.0    0         
  EDCSNJ1059246-1250190   10.99017    -12.838618   25.943   -999.0   24.594   25.356   -999.0   24.155   24.795   -999.0   23.889   0       0       0.46    0.52    0.0    0         
  EDCSNJ1059246-1251156   10.99016    -12.854325   25.804   -999.0   25.514   26.444   -999.0   99.0     99.0     -999.0   99.0     0       0       0.59    0.49    0.0    0         
  EDCSNJ1059245-1252072   10.990152   -12.868672   26.946   -999.0   25.588   26.076   -999.0   24.702   25.588   -999.0   23.966   0       0       0.36    0.48    0.0    0         
  EDCSNJ1059246-1250386   10.990161   -12.844043   25.416   -999.0   24.819   25.251   -999.0   25.318   25.177   -999.0   26.783   0       0       0.6     0.5     0.0    0         
  EDCSNJ1059245-1252426   10.990148   -12.878507   25.836   -999.0   25.001   25.056   -999.0   24.451   24.647   -999.0   23.944   0       0       0.42    0.5     0.0    0         
  EDCSNJ1059246-1249117   10.990161   -12.81992    26.856   -999.0   24.904   26.548   -999.0   24.415   26.257   -999.0   24.43    0       0       0.37    0.4     0.0    0         
  EDCSNJ1059245-1253523   10.990148   -12.897859   24.199   -999.0   23.138   23.985   -999.0   22.94    23.974   -999.0   22.907   0       0       0.96    0.44    0.0    0         
  EDCSNJ1059246-1255043   10.990162   -12.91785    25.007   -999.0   24.447   24.713   -999.0   24.147   24.611   -999.0   23.75    0       0       0.74    0.52    0.0    0         
  EDCSNJ1059244-1253486   10.990124   -12.896837   23.892   -999.0   22.826   23.682   -999.0   22.553   23.591   -999.0   22.475   0       0       0.97    0.48    0.0    0         
  EDCSNJ1059244-1250405   10.990123   -12.844576   25.354   -999.0   24.553   25.172   -999.0   24.734   24.808   -999.0   24.23    0       0       0.56    0.65    0.0    0         
  EDCSNJ1059245-1250186   10.990126   -12.838499   25.928   -999.0   24.998   25.681   -999.0   24.996   25.556   -999.0   25.116   0       0       0.51    0.42    0.0    0         
  EDCSNJ1059244-1250225   10.990119   -12.839584   24.713   -999.0   23.598   24.299   -999.0   23.284   24.098   -999.0   23.201   0       0       0.93    0.15    0.0    0         
  EDCSNJ1059244-1252041   10.990104   -12.867793   25.14    -999.0   24.383   24.852   -999.0   23.987   24.567   -999.0   23.558   0       0       0.73    0.28    0.0    0         
  EDCSNJ1059244-1251283   10.990106   -12.857871   25.214   -999.0   24.682   24.906   -999.0   24.402   24.98    -999.0   25.193   0       0       0.57    0.59    0.0    0         
  EDCSNJ1059246-1255358   10.990153   -12.926608   20.985   -999.0   19.642   20.03    -999.0   18.791   19.534   -999.0   18.353   3       3       0.03    0.03    0.0    0         
  EDCSNJ1059244-1250312   10.990106   -12.841992   25.108   -999.0   24.115   24.849   -999.0   23.771   24.881   -999.0   23.571   0       0       0.69    0.35    0.0    0         
  EDCSNJ1059244-1249543   10.990109   -12.831763   24.401   -999.0   23.651   24.164   -999.0   23.449   24.23    -999.0   23.435   0       0       0.95    0.23    0.0    0         
  EDCSNJ1059244-1254029   10.9901     -12.900793   23.716   -999.0   22.009   23.359   -999.0   21.68    23.3     -999.0   21.587   3       3       0.92    0.05    0.0    0         
  EDCSNJ1059246-1256081   10.990159   -12.935573   27.452   -999.0   26.511   26.869   -999.0   27.074   26.503   -999.0   27.684   0       0       0.35    0.63    0.0    0         
  EDCSNJ1059243-1252013   10.990084   -12.86702    24.743   -999.0   23.297   24.574   -999.0   23.051   24.432   -999.0   23.073   0       0       0.88    0.88    0.0    0         
  EDCSNJ1059243-1253431   10.990089   -12.895298   21.18    -999.0   20.288   20.927   -999.0   20.06    20.854   -999.0   19.986   0       0       0.98    0.95    0.0    0         
  EDCSNJ1059243-1251504   10.990076   -12.864009   25.306   -999.0   24.892   25.076   -999.0   25.555   25.233   -999.0   26.769   0       0       0.64    0.51    0.0    0         
  EDCSNJ1059244-1255302   10.99012    -12.925042   22.437   -999.0   21.236   21.902   -999.0   20.714   21.587   -999.0   20.402   3       3       0.03    0.03    0.0    0         
  EDCSNJ1059245-1255560   10.990135   -12.932227   25.275   -999.0   24.432   24.785   -999.0   23.976   24.546   -999.0   23.868   0       0       0.58    0.63    0.0    0         
  EDCSNJ1059243-1255048   10.990097   -12.918003   26.414   -999.0   24.66    26.165   -999.0   24.439   25.665   -999.0   99.0     0       0       0.4     0.51    0.0    0         
  EDCSNJ1059243-1249458   10.990079   -12.829397   25.089   -999.0   22.42    24.405   -999.0   22.143   24.103   -999.0   22.059   3       3       0.6     0.98    0.0    0         
  EDCSNJ1059243-1253484   10.99007    -12.896783   26.109   -999.0   25.059   25.93    -999.0   24.956   25.772   -999.0   24.539   0       0       0.46    0.49    0.0    0         
  EDCSNJ1059243-1254430   10.990084   -12.911947   25.095   -999.0   23.959   24.749   -999.0   23.698   24.74    -999.0   23.752   0       0       0.79    0.84    0.0    0         
  EDCSNJ1059242-1253521   10.990061   -12.897818   24.981   -999.0   22.727   24.777   -999.0   22.463   24.896   -999.0   22.487   0       0       0.73    0.38    0.0    0         
  EDCSNJ1059242-1250401   10.990059   -12.844473   25.666   -999.0   23.126   25.628   -999.0   22.846   25.253   -999.0   22.725   0       0       0.46    0.41    0.0    0         
  EDCSNJ1059243-1255137   10.990089   -12.920478   22.309   -999.0   20.831   21.416   -999.0   20.025   21.201   -999.0   19.831   0       0       0.03    0.03    0.0    0         
  EDCSNJ1059244-1255536   10.990112   -12.931558   25.185   -999.0   24.146   24.689   -999.0   23.807   24.378   -999.0   23.779   0       0       0.62    0.32    0.0    0         
  EDCSNJ1059242-1253588   10.990057   -12.899657   25.498   -999.0   24.02    25.033   -999.0   23.552   24.821   -999.0   23.272   3       3       0.53    0.02    0.0    0         
  EDCSNJ1059242-1249447   10.990058   -12.829084   24.412   -999.0   23.46    24.174   -999.0   23.334   24.044   -999.0   23.18    3       3       0.94    0.85    0.0    0         
  EDCSNJ1059241-1253011   10.990041   -12.883647   23.607   -999.0   22.618   23.295   -999.0   22.317   23.259   -999.0   22.314   0       0       0.98    0.4     0.0    0         
  EDCSNJ1059243-1255360   10.990086   -12.92666    20.628   -999.0   18.535   20.215   -999.0   18.256   20.127   -999.0   18.204   3       3       0.98    0.99    0.0    0         
  EDCSNJ1059241-1253454   10.990041   -12.895949   25.144   -999.0   24.327   24.687   -999.0   23.916   24.647   -999.0   24.162   0       0       0.85    0.17    0.0    0         
  EDCSNJ1059242-1254063   10.990043   -12.901746   20.636   -999.0   19.612   19.661   -999.0   18.675   19.339   -999.0   18.354   2       2       0.03    0.03    0.0    0         
  EDCSNJ1059242-1255203   10.990069   -12.922297   22.409   -999.0   21.294   22.01    -999.0   20.894   21.955   -999.0   20.834   0       0       0.69    0.03    0.0    0         
  EDCSNJ1059243-1255577   10.990092   -12.932698   24.899   -999.0   23.833   24.416   -999.0   23.395   24.148   -999.0   23.251   0       0       0.84    0.11    0.0    0         
  EDCSNJ1059241-1252270   10.990014   -12.874178   25.962   -999.0   24.287   25.731   -999.0   24.033   26.129   -999.0   24.088   0       0       0.49    0.35    0.0    0         
  EDCSNJ1059241-1253588   10.990016   -12.899679   25.869   -999.0   23.691   25.456   -999.0   23.001   25.025   -999.0   22.822   3       3       0.36    0.0     0.0    0         
  EDCSNJ1059240-1252327   10.990006   -12.875746   25.283   -999.0   24.362   25.099   -999.0   24.293   25.066   -999.0   24.342   0       0       0.66    0.57    0.0    0         
  EDCSNJ1059241-1250219   10.990017   -12.839414   23.127   -999.0   21.538   22.968   -999.0   21.385   22.945   -999.0   21.387   0       0       0.98    0.99    0.0    0         
  EDCSNJ1059243-1256077   10.990078   -12.935485   29.277   -999.0   26.156   27.219   -999.0   26.936   26.729   -999.0   99.0     0       0       0.35    0.47    0.0    0         
  EDCSNJ1059240-1251169   10.990005   -12.854706   21.475   -999.0   19.977   20.697   -999.0   19.296   20.427   -999.0   19.081   0       0       0.03    0.03    0.0    0         
  EDCSNJ1059240-1250461   10.989998   -12.846142   26.72    -999.0   24.681   26.608   -999.0   24.676   27.901   -999.0   24.405   0       0       0.38    0.18    0.0    0         
  EDCSNJ1059239-1252306   10.989986   -12.87517    26.526   -999.0   23.444   27.14    -999.0   23.319   26.475   -999.0   23.255   0       0       0.37    0.58    0.0    0         
  EDCSNJ1059239-1251314   10.989986   -12.858735   25.264   -999.0   25.082   25.159   -999.0   24.835   25.33    -999.0   26.305   0       0       0.62    0.48    0.0    0         
  EDCSNJ1059239-1251039   10.989984   -12.851071   24.685   -999.0   23.923   24.398   -999.0   23.594   24.401   -999.0   23.694   3       3       0.88    0.84    0.0    0         
